代碼,名稱,產業,市場,題材(L2),tech,supply
6101,寬魚國際,文化創意業,TPEX,"傳播事業, 影音娛樂",影音平台,
6103,合邦,半導體業,TPEX,"IC製造, IC設計, LED驅動IC, 嵌入式晶片, 影音IC, 矽晶圓","IC設計, LED",
6104,創惟,半導體業,TPEX,"IC設計, USB IC, 集線器IC",IC設計,
6108,競國,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關","ABF載板, AI伺服器, 伺服器, PCB, DDR5, 車用電子",
6109,亞元,通信網路業,TPEX,"變壓器, 電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 電源供應器",
6111,光聚晶電,文化創意業,TPEX,控股公司,控股,
6112,邁達特,資訊服務業,TWSE,"系統整合, 軟體業, 軟體通路／代理",伺服器,
6113,亞矽,電子通路業,TPEX,"IC零組件通路商, 電子通路",電子通路,
6114,久威,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關, 電子元件代理商, 電子通路","AI伺服器, 伺服器, PCB",
6115,鎰勝,電子零組件業,TWSE,"連接線材, 電子零件元件","車用電子, 伺服器",
6116,彩晶,光電業,TWSE,"TFT-LCD, 中小尺吋面板, 觸控面板, 面板業","OLED, 面板, LED, 記憶體",
6117,迎廣,電腦及週邊設備業,TWSE,"伺服器, 伺服器機殼, 機殼, 電子零件元件, 電腦系統業","AI伺服器, 伺服器",NVIDIA供應鏈
6118,建達,電子通路業,TPEX,"電子通路, 電腦通路商",,NVIDIA供應鏈
6120,達運,光電業,TWSE,"LCM, 背光模組, 面板業, 面板零組件","面板, Micro LED, LED",
6121,新普,電腦及週邊設備業,TPEX,"工業用電池, 消費用電池, 電池","EV, 車用電子, 儲能, 電池",Tesla供應鏈
6122,擎邦,電機機械,TPEX,"基礎建設, 工程顧問, 水電消防工程, 營造工程, 配電工程, 電力設備","先進封裝, IC載板",
6123,上奇,資訊服務業,TPEX,"軟體業, 軟體通路／代理, 電子元件代理商, 電子通路","軟體, 電子通路",
6124,業強,電子零組件業,TPEX,"散熱模組, 熱導管","AI伺服器, 伺服器, 散熱, 液冷散熱",
6125,廣運,光電業,TPEX,"太陽能, 太陽能電池, 產業機械, 自動化設備, 設備儀器商","CoWoS, 先進封裝, 散熱, 太陽能, 電池",
6126,信音,電子零組件業,TPEX,"連接器, 電子零件元件","EV, 車用電子, 低軌衛星, 連接器",
6127,九豪,電子零組件業,TPEX,"被動元件, 被動元件上游","光通訊, 被動元件, CPO",
6128,上福,電腦及週邊設備業,TWSE,"印表機耗材, 週邊產品",,
6129,普誠,半導體業,TPEX,"IC設計, LCD驅動IC, 影音IC, 消費性IC, 無線網路IC, 類比IC",IC設計,
6130,上亞科技,生技醫療業,TPEX,"IC設計, 太陽能發電, 醫藥流通, 電力, 類比IC","IC設計, 太陽能",
6133,金橋,電子零組件業,TWSE,"連接線材, 電子零件元件",線材,
6134,萬旭,電子零組件業,TPEX,"天線, 網通設備, 連接線材, 電子零件元件","低軌衛星, 車用電子, 儲能",
6136,富爾特,通信網路業,TWSE,"INTERNET應用與服務, 手機零售通路商, 電商平台, 電子元件代理商, 電子通路",電商,
6138,茂達,半導體業,TPEX,"IC設計, 影音IC, 電源管理IC, 馬達IC","ADAS, 車用電子, IC設計, 記憶體",
6139,亞翔,其他電子業,TWSE,"廠務工程, 電子其他","CoWoS, 2nm",NVIDIA供應鏈
6140,訊達,資訊服務業,TPEX,"企業資源規劃, 系統整合, 軟體業","低軌衛星, 風電",
6141,柏承,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關","矽光子, 光通訊, CPO, 伺服器, PCB, HDI",
6142,友勁,通信網路業,TWSE,"區域網路, 網通設備","CPO, AI伺服器, 伺服器, 光纖",
6143,振曜,通信網路業,TPEX,"消費性電子產品, 電子書閱讀器, 電子紙, 面板業",面板,
6144,得利影,文化創意業,TPEX,"文化創意產業, 旅宿／餐飲, 餐飲",餐飲,
6146,耕興,其他電子業,TPEX,"檢測驗證服務, 設備儀器商","WiFi, 毫米波",
6147,頎邦,半導體業,TPEX,"IC封裝, IC封裝測試, IC測試, LCD驅動IC封裝, 封測服務與材料, 金、錫凸塊","CoWoS, OLED, 封測, LED, 記憶體, 面板",Apple供應鏈
6148,驊宏資,資訊服務業,TPEX,"系統整合, 軟體業, 電子通路, 電腦通路商",低軌衛星,
6150,撼訊,電腦及週邊設備業,TPEX,"繪圖卡, 電腦系統業",散熱,
6151,晉倫,其他電子業,TPEX,"傳產其他, 複合材料",,
6152,百一,通信網路業,TWSE,"低雜訊降頻器, 消費性電子產品, 網通設備, 視訊轉換相關","光通訊, CPO, 低軌衛星",
6153,嘉聯益,電子零組件業,TWSE,"印刷電路板相關, 軟板","ABF載板, AI伺服器, 伺服器, PCB, FPC",
6154,順發,電子通路業,TPEX,"3C通路商, 電子通路",電子通路,
6155,鈞寶,電子零組件業,TWSE,"被動元件, 被動元件上游, 電感","車用電子, 被動元件, AI伺服器, 伺服器",Apple供應鏈
6156,松上,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關, 變壓器, 電子零件元件","ABF載板, AI伺服器, 伺服器, PCB",
6158,禾昌,電子零組件業,TPEX,"連接器, 電子零件元件",連接器,
6160,欣技,電腦及週邊設備業,TPEX,"工業電腦, 掌上型工業電腦, 自動資料收集產品",工業電腦,
6161,捷波,電腦及週邊設備業,TPEX,"主機板, 工業電腦, 電腦系統業",工業電腦,
6163,華電網,通信網路業,TPEX,"企業資源規劃, 系統整合, 軟體業","系統整合, 軟體",
6164,華興,光電業,TWSE,"LED, LED封裝","Micro LED, 車用電子, LED",
6165,浪凡,數位雲端,TWSE,"INTERNET應用與服務, 直播平台",直播,
6166,凌華,電腦及週邊設備業,TWSE,工業電腦,,NVIDIA供應鏈
6167,久正,光電業,TPEX,"LCM, TN／STN LCD, 面板業","PCB, 面板",
6168,宏齊,光電業,TWSE,"LED, LED封裝","Mini LED, LED, 記憶體",
6169,昱泉,文化創意業,TPEX,"PC遊戲, 手機遊戲, 遊戲產業",,博通供應鏈
6170,統振,通信網路業,TPEX,"保健食品, 手機零售通路商, 時尚產業, 美妝保養品, 金融其他, 金融業, 電子通路, 食品加工","食品, 保健食品, 美妝",
6171,大城地產,建材營造業,TPEX,"地產, 營建",營建,
6173,信昌電,電子零組件業,TPEX,"MLCC, 晶片電阻, 被動元件, 被動元件上游","被動元件, 光通訊, CPO, MLCC",
6174,安��,電子零組件業,TPEX,"振盪器, 濾波器, 石英元件, 被動元件","石英振盪器, 被動元件",
6175,立敦,電子零組件業,TPEX,"被動元件, 被動元件上游","車用電子, 被動元件",
6176,瑞儀,光電業,TWSE,"背光模組, 面板零組件","OLED, 面板, LED",Apple供應鏈
6177,達麗,建材營造業,TWSE,"地產, 營建",,NVIDIA供應鏈
6179,亞通,其他業,TPEX,"工程顧問, 營造工程",,
6180,橘子,文化創意業,TPEX,"PC遊戲, 手機遊戲, 遊戲產業",,Apple供應鏈
6182,合晶,半導體業,TPEX,"IC製造, 矽晶圓",GaN,
6183,關貿,資訊服務業,TWSE,"INTERNET技術與基礎設施, 系統整合, 軟體業, 電商服務",電商,
6184,大豐電,其他業,TWSE,"傳播事業, 有線電視","光通訊, CPO",
6185,幃翔,電子零組件業,TPEX,"連接器, 電子零件元件",連接器,
6186,新潤,建材營造業,TPEX,"地產, 營建",伺服器,
6187,萬潤,半導體業,TPEX,"封測用設備, 設備儀器商","CPO, 先進封裝, IC設計, CoWoS, 封測",
6188,廣明,電腦及週邊設備業,TPEX,"機器人, 硬碟相關, 週邊產品",機器人,
6189,豐藝,電子通路業,TWSE,"IC零組件通路商, 電子元件代理商, 電子通路, 顯示器",電子通路,
6190,萬泰科,通信網路業,TPEX,"連接線材, 電子零件元件","低軌衛星, AI伺服器, 伺服器, 資料中心",
6191,精成科,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關, 電子製造服務, 電腦系統業","ABF載板, AI伺服器, 伺服器, PCB, TPU",
6192,巨路,其他電子業,TWSE,"設備儀器商, 電子元件代理商, 電子通路","AI伺服器, 伺服器, PCB",
6194,育富,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關","ABF載板, AI伺服器, 伺服器, PCB",
6195,詩肯,居家生活,TPEX,"家居相關用品通路, 流通業",,
6196,帆宣,其他電子業,TWSE,"半導體製程設備, 廠務工程, 系統整合, 設備儀器商, 軟體業, 電子其他",先進封裝,
6197,佳必琪,電子零組件業,TWSE,"連接器, 電子零件元件","矽光子, CPO, AI伺服器, 伺服器, 1.6T, 連接器",NVIDIA供應鏈
6198,瑞築,建材營造業,TPEX,"住宅建設, 地產, 營建, 營造工程, 物業投資發展",IC設計,
6199,天品,其他業,TPEX,"地產, 服務業, 殯葬服務, 物業投資發展","AI伺服器, 伺服器",
6201,亞弘電,其他電子業,TWSE,"家電, 小家電, 電子零件元件, 音響設備及零件",家電,
6202,盛群,半導體業,TWSE,"IC設計, MCU, PC週邊IC, 安全監控IC, 消費性IC, 生物辨識IC","ADAS, IC設計, 射頻",Apple供應鏈
6203,海韻電,電子零組件業,TPEX,"電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 電源供應器, DRAM",三星供應鏈
6204,艾華,電子零組件業,TPEX,"被動元件, 電阻","車用電子, 被動元件",
6205,詮欣,電子零組件業,TWSE,"連接器, 連接線材, 電子零件元件","CPO, 車用電子, 連接器, 800G",
6206,飛捷,電腦及週邊設備業,TWSE,"KIOSK自助服務機, POS機系統, 工業電腦",POS系統,
6207,雷科,電子零組件業,TPEX,"其他電子零件, 設備儀器商, 電子零件元件","被動元件, PCB",
6208,日揚,半導體業,TPEX,"半導體製程設備, 幫浦, 產業機械, 設備儀器商","CoWoS, CPO, 先進封裝",
6209,今國光,光電業,TWSE,"光學元件, 光學鏡片／頭","光學鏡頭, 矽光子",
6210,慶生,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關","ABF載板, AI伺服器, 伺服器, PCB",NVIDIA供應鏈
6212,理銘,建材營造業,TPEX,"地產, 營建",營建,
6213,聯茂,電子零組件業,TWSE,"印刷電路板相關, 軟板基板, 銅箔基板","AI伺服器, 伺服器, PCB, 低軌衛星, 記憶體, FPC",
6214,精誠,資訊服務業,TWSE,"INTERNET技術與基礎設施, 系統整合, 軟體業, 軟體通路／代理, 雲端科技","系統整合, 軟體, 雲端服務",
6215,和椿,其他電子業,TWSE,"叉車／輸送設備, 機械零組件, 產業機械, 自動化設備, 軸承",自動化設備,
6216,居易,通信網路業,TWSE,"接取設備, 無線網路設備系統(WLAN), 網通設備","光通訊, CPO, AI伺服器, 伺服器, 光纖",
6217,中探針,電子零組件業,TPEX,"封測服務與材料, 探針、探針卡","AI伺服器, 伺服器, PCB, 連接器, 封測",
6218,豪勉,通信網路業,TPEX,"半導體製程設備, 系統整合, 設備儀器商, 軟體業","Micro LED, 光通訊, LED",
6219,富旺,建材營造業,TPEX,"地產, 營建",營建,
6220,岳豐,電子零組件業,TPEX,"連接線材, 電子零件元件",線材,
6221,晉泰,資訊服務業,TPEX,"INTERNET技術與基礎設施, 系統整合, 軟體業, 軟體通路／代理, 雲端科技","系統整合, 軟體, 雲端服務",
6222,立軒,光電業,TPEX,"住宅建設, 營造工程","Micro LED, 車用電子, LED",
6223,旺矽,半導體業,TPEX,"LED設備, 封測服務與材料, 探針、探針卡, 設備儀器商","CoWoS, 先進封裝, 封測, 矽光子, LED",NVIDIA供應鏈
6224,聚鼎,電子零組件業,TWSE,"LED, LED散熱基板, 熱敏電阻, 被動元件","車用電子, 被動元件, 散熱, LED",
6225,天瀚,光電業,TWSE,"行車紀錄器, 車用電子",車用電子,
6226,光鼎,光電業,TWSE,"LED, LED封裝",LED,
6227,茂綸,電子通路業,TPEX,"IC零組件通路商, 軟體業, 軟體通路／代理, 電子通路","AI伺服器, 伺服器",
6228,全譜,電腦及週邊設備業,TPEX,"IVD檢驗儀器設備, 掃瞄器, 週邊產品, 體外診斷用醫材",醫材,
6229,研通,半導體業,TPEX,"IC設計, IC設計軟體",IC設計,
6230,尼得科超眾,電腦及週邊設備業,TWSE,"伺服器用散熱模組, 其他散熱零件, 散熱模組, 筆記型電腦用散熱模組","AI伺服器, 伺服器, 散熱",
6231,系微,資訊服務業,TPEX,"BIOS, IC設計, 軟體業","AI伺服器, 伺服器, IC設計",高通供應鏈
6233,旺玖,半導體業,TPEX,"IC設計, MEMS, USB IC, 其他IC, 馬達IC","IC設計, 射頻",
6234,高僑,光電業,TPEX,"印刷電路板相關, 設備儀器商, 雷射鑽孔機、鑽頭","AI伺服器, 伺服器, PCB",
6235,華孚,電腦及週邊設備業,TWSE,汽機車零組件,"AI伺服器, 車用電子, 伺服器",
6236,中湛,其他業,TPEX,"資訊安全, 軟體業",軟體,
6237,驊訊,半導體業,TPEX,"IC設計, 影音IC",IC設計,Google供應鏈
6239,力成,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試","CoWoS, HBM, 先進封裝, PLP, 封測, 記憶體, CPO",Tesla供應鏈
6240,松崗,資訊服務業,TPEX,"地產, 物業投資發展, 系統整合, 軟體業","系統整合, 軟體",
6241,易通展,通信網路業,TPEX,"區域網路, 無線網路設備系統(WLAN), 網通設備","光通訊, CPO, AI伺服器, 伺服器, 光纖",
6242,立康,生技醫療業,TPEX,"中藥製劑, 生物科技, 醫藥產業, 食品生技",食品,
6243,迅杰,半導體業,TWSE,"IC設計, MCU, PC週邊IC, 觸控IC",IC設計,
6244,茂迪,光電業,TPEX,"太陽能, 太陽能電池, 太陽能電池模組","太陽能, 低軌衛星, 先進封裝, 電池",
6245,立端,通信網路業,TPEX,"網通設備, 資安設備","CPO, AI伺服器, 伺服器, 光纖, 記憶體, PA功率放大器",
6246,臺龍,光電業,TPEX,"背光模組, 面板零組件","面板, LED",
6248,沛波,鋼鐵工業,TPEX,"板鋼, 條鋼, 鋼筋, 鋼胚",,
6257,矽格,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試","CoWoS, CPO, 封測",NVIDIA供應鏈
6259,百徽,電子零組件業,TPEX,"分離式元件, 磁性元件, 被動元件, 電子元件代理商, 電子通路, 電子零件元件, 電感, 電晶體",被動元件,
6261,久元,半導體業,TPEX,"IC封裝測試, IC測試, 封測用設備, 設備儀器商","CoWoS, 先進封裝, 封測, 面板, LED, 光纖",
6263,普萊德,通信網路業,TPEX,"光纖設備, 光通訊, 區域網路, 網通設備","CPO, AI伺服器, 伺服器, 光纖, 資料中心, 光通訊",
6264,富裔,建材營造業,TPEX,"地產, 營建",營建,
6265,方土昶,電子通路業,TPEX,"DRAM, IC製造, IC零組件通路商, 電子通路, 非揮發性記憶體","記憶體, DRAM",
6266,泰詠,電子零組件業,TPEX,"電子製造服務, 電腦系統業","ABF載板, AI伺服器, 伺服器, PCB",
6269,台郡,電子零組件業,TWSE,"印刷電路板相關, 軟板","ABF載板, AI伺服器, 伺服器, PCB, 低軌衛星, FPC",
6270,倍微,電子通路業,TPEX,"IC零組件通路商, 電子通路","AI伺服器, 伺服器, 記憶體",
6271,同欣電,半導體業,TWSE,"IC基板, IC封裝測試, LED, LED散熱基板, 封測服務與材料","CoWoS, 光通訊, AI伺服器, 伺服器, PCB, 封測, 射頻, 800G, GaN, 散熱, LED",
6272,驊陞,電子零組件業,TWSE,"汽機車零組件, 車用電子, 連接器, 連接線材, 電子零件元件","連接器, 車用電子",
6274,台燿,電子零組件業,TPEX,"印刷電路板相關, 銅箔基板","AI伺服器, 伺服器, PCB",
6275,元山,電子零組件業,TPEX,"其他散熱零件, 家電, 小家電, 散熱模組, 散熱風扇馬達","AI伺服器, 伺服器, 散熱, 液冷散熱, 車用電子",
6276,安鈦克,電腦及週邊設備業,TPEX,"機殼, 電子零件元件, 電源供應器","DRAM, NAND Flash, 記憶體, 電源供應器",
6277,宏正,電腦及週邊設備業,TWSE,"消費性電子產品, 視訊轉換相關, 週邊產品",,
6278,台表科,光電業,TWSE,"LED, LED照明產品, 電子製造服務, 電腦系統業","ABF載板, AI伺服器, 車用電子, 伺服器, PCB, 記憶體, DRAM, 面板, LED",
6279,胡連,電子零組件業,TPEX,"汽機車零組件, 汽車端子, 連接器, 電子零件元件","EV, 車用電子, 連接器",Tesla供應鏈
6281,全國電,電子通路業,TWSE,"3C通路商, 家電, 電器銷售, 電子通路","家電, 電子通路",
6282,康舒,電子零組件業,TWSE,"電子零件元件, 電源供應器","低軌衛星, AI伺服器, 伺服器, 電源供應器, 電池",NVIDIA供應鏈
6283,淳安,其他電子業,TWSE,"光學元件, 光學鏡片／頭, 車用電子, 週邊產品, 鍵盤","散熱, 液冷散熱, PCB, 車用電子",NVIDIA供應鏈
6284,佳邦,電子零組件業,TPEX,"其他電子零件, 天線, 網通設備, 電子零件元件","車用電子, 被動元件, 5G, AI伺服器, 伺服器",
6285,啟��,通信網路業,TWSE,"無線網路設備系統(WLAN), 網通設備, 衛星通訊設備, 車用電子, 通訊設備零組件","低軌衛星, 800G, 車用電子",NVIDIA供應鏈
6290,良維,電子零組件業,TPEX,"連接線材, 電子零件元件","AI伺服器, 伺服器",NVIDIA供應鏈
6291,沛亨,半導體業,TPEX,"IC設計, 電子零件元件, 電源管理IC, 音響設備及零件","矽光子, 光通訊, CPO, 資料中心, IC設計, 光纖",
6292,迅德,電子零組件業,TPEX,"變壓器, 電子零件元件",被動元件,
6294,智基,文化創意業,TPEX,"教育事業, 服務業",教育,
6405,悅城,光電業,TWSE,"玻璃基板加工, 面板零組件","先進封裝, 面板",
6407,相互,電子零組件業,ESB,電子零組件業,"5G, 記憶體",微軟供應鏈
6409,旭隼,其他電子業,TWSE,"PV INVERTER, UPS, 太陽能, 電子零件元件","資料中心, 太陽能",
6411,晶焱,半導體業,TPEX,"IC設計, 其他IC","ADAS, 車用電子, IC設計, 記憶體",
6412,群電,電子零組件業,TWSE,"電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 散熱, 電源供應器",Tesla供應鏈
6414,樺漢,電腦及週邊設備業,TWSE,工業電腦,工業電腦,
6415,矽力*-KY,半導體業,TWSE,"IC設計, LED驅動IC, 電源管理IC","車用電子, IC設計, EV, 資料中心, LED",
6416,瑞祺電通,通信網路業,TWSE,"網通設備, 資安設備","光通訊, CPO, AI伺服器, 伺服器, 光纖",
6417,韋僑,通信網路業,TPEX,"RFID相關, 網通設備","車用電子, 被動元件, 射頻",
6418,詠昇,電子零組件業,TPEX,"連接器, 連接線材, 電子零件元件","PCB, 5G, 車用電子, 連接器",
6419,京晨科,光電業,TPEX,"安全監控, 工業電腦",工業電腦,
6423,億而得,半導體業,TPEX,"IC設計, 設計IP","車用電子, IC設計",
6425,易發,電機機械,TPEX,"IC檢測設備, 其他產業機械, 半導體製程設備, 產業機械, 設備儀器商, 面板設備","面板, LED, 光通訊, AI伺服器, 先進封裝, 伺服器, 記憶體",
